,name,location,labels
12344,986.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11545,914.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4977,3228.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7943,5899.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10150,7885.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11253,8878.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7322,5338.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
486,10434.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4760,3031.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12091,9631.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1877,11687.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8608,6497.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
381,1034.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10659,8342.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8290,621.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11435,9040.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1366,11226.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7718,5695.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6062,4204.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6471,4573.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6308,4425.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10086,7827.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3103,1541.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4885,3144.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6414,4521.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6509,4606.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5781,3951.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1028,10922.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11032,8679.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7669,5651.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6193,4322.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2624,1236.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4866,3128.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6036,4181.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2431,12185.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
718,10643.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7244,5268.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6684,4764.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6544,4639.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9068,6910.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5055,3299.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4520,2816.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7937,5893.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11170,8802.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2036,11830.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12053,9598.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6381,4491.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4867,3128.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9244,7069.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12119,9657.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7413,5420.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2602,12339.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7189,5218.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8618,6505.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8207,6134.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3673,2053.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1870,11680.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
894,10801.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7178,5208.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9257,7080.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9011,686.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1968,1177.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4352,2666.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2379,12139.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7874,5835.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12010,9559.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12275,9798.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5574,3766.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
831,10745.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4818,3084.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12455,996.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9504,7302.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5980,413.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5222,3449.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5022,3268.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2416,12171.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4537,2832.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10326,8042.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4753,3026.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8036,5982.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
919,10824.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1193,11070.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2362,12122.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5106,3344.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10988,8639.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3587,1978.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7565,5557.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2269,12039.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5402,361.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7093,5131.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10832,8499.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1885,11694.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2359,12120.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6623,4709.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7246,5270.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9091,6931.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11724,9300.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
208,10184.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5987,4136.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7705,5683.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5888,4047.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6563,4655.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8514,6411.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
672,10601.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2345,12107.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10219,7947.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9470,7272.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6293,4411.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4025,2370.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6395,4503.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8009,5957.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
364,10324.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11497,9097.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8440,6344.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3506,1903.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5684,3864.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9182,7012.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7403,5411.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10972,8624.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11071,8713.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1197,11074.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2259,12030.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2400,12157.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3832,2197.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10465,8168.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1631,11465.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1428,11282.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3932,2288.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1269,11139.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11155,879.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11006,8655.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8304,6222.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
565,10505.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3333,1748.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2973,1423.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4326,2642.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1326,11190.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2301,12069.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5159,3391.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8450,6354.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
448,1040.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
379,10338.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11832,9399.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3564,1956.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3063,1505.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10166,79.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1886,11695.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2630,12364.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1236,11109.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1022,10917.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1671,11500.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3683,2063.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10162,7896.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1673,11502.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
590,10528.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2173,11954.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2714,12440.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8178,6108.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8670,6552.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5350,3564.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9385,7196.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9010,6859.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7950,5904.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9243,7068.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11347,8962.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1747,1157.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
539,10482.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9465,7268.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8053,5997.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10340,8055.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8876,6738.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10334,805.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11109,8748.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1495,11342.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11116,8754.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8222,6148.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
757,10679.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1688,11516.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12113,9651.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4040,2385.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1074,10964.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6955,5007.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11219,8847.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9976,7728.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12000,955.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5754,3927.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6399,4508.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12477,998.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7113,515.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9037,6883.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7932,5888.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8319,6236.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6032,4178.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5438,3643.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1164,11044.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1235,11108.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10812,8480.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1190,11068.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11340,8956.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8777,6648.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11498,9098.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6646,473.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7800,5769.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11474,9076.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2441,12194.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5255,3479.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12145,9680.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12338,9854.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9458,7261.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6791,4860.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8916,6774.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1836,1165.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3316,1733.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1943,11746.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9997,7747.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8436,6341.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7389,54.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1724,11549.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1759,11580.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8020,5968.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9192,7021.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7020,5066.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
429,10383.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7225,5250.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9413,7220.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8188,6117.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3136,1571.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1664,11495.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2358,1212.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9236,7061.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3065,1507.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5147,3380.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3509,1906.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11976,9528.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1110,10997.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1515,11360.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6033,4178.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5044,3288.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8390,630.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1756,11578.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2304,12071.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5206,3433.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
505,10451.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3747,2120.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11496,9096.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6816,4884.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4100,2438.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4253,2576.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11207,8836.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
185,10163.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9844,7609.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
191,10169.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3591,1981.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10176,7908.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8370,6282.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9327,7143.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2221,11998.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9006,6855.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1874,11684.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10597,8287.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8268,619.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4368,2680.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7566,5559.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5605,3793.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
618,10553.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5922,4079.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7544,5538.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12258,9782.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3914,2271.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6541,4635.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6359,4472.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11094,8734.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3835,22.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10458,8161.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10734,841.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7897,5856.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10321,8038.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11945,950.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8577,6468.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8358,6270.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4495,2794.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5941,4096.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11838,9403.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5445,3649.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5616,3802.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4012,236.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6700,4779.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9477,7279.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7764,5737.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7369,5380.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8520,6416.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4059,2401.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6583,4674.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5221,3448.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2529,12273.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9569,7361.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10339,8054.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2592,1233.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3765,2137.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7988,5939.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10811,848.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10480,8181.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1014,1091.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6164,4297.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3469,1870.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10896,8556.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7960,5912.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5257,3480.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2708,12435.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2883,1343.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12035,9581.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3528,1924.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8189,6118.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7351,5365.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1661,11492.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11134,8770.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8443,6348.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9261,7084.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9822,759.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10515,8212.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6579,4670.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
989,10888.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2466,12217.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
648,10580.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5952,4105.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7776,5747.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10394,8103.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5997,4146.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6181,4311.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5213,3440.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3129,1565.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11350,8965.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3101,154.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2308,12074.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8934,6790.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5374,3585.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7840,5804.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7687,5668.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1912,11718.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4941,3195.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1419,11274.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
596,10533.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7863,5825.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9321,7138.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
559,1050.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
578,10517.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11442,9047.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5315,3531.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9630,7416.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7263,5286.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2295,12063.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2272,12042.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8716,6593.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10900,856.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1034,10928.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4402,271.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2121,11907.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1270,1114.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8627,6513.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1557,11399.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3866,2227.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4580,2871.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2881,1340.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
77,10066.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1368,11228.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10242,7968.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9008,6857.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2006,11802.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11263,8887.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8022,597.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7983,5934.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4622,2908.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4330,2646.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1929,11733.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
888,10797.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10180,7911.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6354,4467.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4047,2391.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10028,7775.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8406,6314.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
617,10552.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1762,11583.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5129,3364.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12372,9885.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11240,8866.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6885,4945.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2205,11983.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12313,9831.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11115,8753.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
228,10201.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5196,3424.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2324,12089.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
420,10375.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1340,11202.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2132,11917.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3930,2285.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3335,1750.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10908,8567.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8212,614.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2594,12331.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12179,9710.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
